0,453.4459228,-3.132632641,-450.3132901,0,0,0,0
0.000155997,440.2151354,22.47657283,-462.6917083,0,0,0,0
0.000427129,414.7529904,66.77351653,-481.5265069,0,0,0,0
0.000806744,374.1206702,127.8682896,-501.9889598,0,0,0,0
0.001282701,315.7575243,201.7801731,-517.5376974,0,0,0,0
0.001685979,260.7444208,260.9357325,-521.6801535,0,0,0,0
0.001685979,260.7444208,260.9357325,-521.6801535,0,0,0,0
0.001696625,259.2255247,262.4502411,-521.675766,0,0,0,0
0.001696625,259.2255247,262.4502411,-521.675766,0,0,0,0
0.001826652,240.8786587,280.1601739,-521.0388327,0,0,0,0
0.001956679,222.1009095,297.5119437,-519.6128533,0,0,0,0
0.002251963,178.4318704,334.5882423,-513.0201124,0,0,0,0
0.002460724,145.7158763,360.2851303,-506.0010064,0,0,0,0
0.002669484,112.583983,384.1603178,-496.7443009,0,0,0,0
0.002878245,78.71954172,406.7264987,-485.4460404,0,0,0,0
0.003087005,45.63059816,426.5667162,-472.1973144,0,0,0,0
0.003295766,12.12504072,444.7002997,-456.8253403,0,0,0,0
0.003594685,-36.84054581,468.2171136,-431.3765677,0,0,0,0
0.003893605,-86.34984584,488.2698945,-401.9200487,0,0,0,0
0.004480554,-180.5664831,515.0894379,-334.5229542,0,0,0,0
0.004861515,-237.8422534,522.3368185,-284.4945645,0,0,0,0
0.005024412,-260.6741143,522.914253,-262.2401393,0,0,0,0
0.005024412,-260.6741143,522.914253,-262.2401393,0,0,0,0
0.005251039,-290.1333952,521.1968659,-231.0634706,0,0,0,0
0.005477667,-320.1537138,517.4034178,-197.249704,0,0,0,0
0.005756134,-356.3898407,509.6192623,-153.2294222,0,0,0,0
0.005947124,-379.5791346,501.8575024,-122.2783684,0,0,0,0
0.006138114,-400.2322621,492.097647,-91.86538534,0,0,0,0
0.006372937,-422.0233368,477.1202792,-55.09694248,0,0,0,0
0.006531502,-436.6449194,465.2025783,-28.55765892,0,0,0,0
0.006690068,-450.3315161,452.2664092,-1.934893262,0,0,0,0
0.006880694,-465.2914039,435.3790801,29.91232342,0,0,0,0
0.007139019,-483.2381496,410.0050908,73.23305851,0,0,0,0
0.007397343,-498.3548448,382.450694,115.9041505,0,0,0,0
0.007655667,-511.4451753,352.678825,158.7663495,0,0,0,0
0.007843802,-517.3192973,329.3676462,187.9516501,0,0,0,0
0.008086902,-520.9137808,297.1898668,223.7239127,0,0,0,0
0.008356502,-521.6497763,259.3978632,262.2519129,0,0,0,0
0.008356502,-521.6497763,259.3978632,262.2519129,0,0,0,0
0.008778533,-518.03248,197.4256481,320.6068324,0,0,0,0
0.009200565,-504.9442198,133.4041313,371.5400884,0,0,0,0
0.009622597,-481.8398517,67.50290286,414.3369494,0,0,0,0
0.00989067,-461.8013829,23.89712602,437.904258,0,0,0,0
0.010158743,-439.199676,-19.60380419,458.8034807,0,0,0,0
0.010426816,-414.5411766,-62.54906821,477.090245,0,0,0,0
0.010694889,-387.6308176,-104.8455156,492.4763334,0,0,0,0
0.01113648,-335.624215,-175.2509545,510.8751706,0,0,0,0
0.011578071,-276.7707073,-241.8752125,518.6459207,0,0,0,0
0.011696031,-260.1211396,-259.2275106,519.348651,0,0,0,0
0.011696031,-260.1211396,-259.2275106,519.348651,0,0,0,0
0.01194767,-223.8887662,-295.1119126,519.0006794,0,0,0,0
0.012199309,-186.7144182,-329.2243331,515.9387517,0,0,0,0
0.012414649,-154.3657121,-356.1243137,510.4900262,0,0,0,0
0.012629988,-120.584982,-381.657328,502.2423102,0,0,0,0
